key;fare_amount;pickup_datetime;pickup_longitude;pickup_latitude;dropoff_longitude;dropoff_latitude;passenger_count
30/05/2009 02:24;213;2009-05-30 02:24:00 UTC;-7392579;40761853;-73956888;40820947;2
07/12/2010 21:29;57;2010-12-07 21:29:00 UTC;-73999117;40719297;-73985422;40717912;5
23/12/2011 00:48;113;2011-12-23 00:48:46 UTC;-73993465;40741555;-73958632;40764789;3
09/02/2014 23:51;37;2014-02-09 23:51:51 UTC;-73776746;4064513;-73921759;40617181;2
22/02/2009 21:23;53;2009-02-22 21:23:21 UTC;-73999969;40761411;-73993763;40752208;1
11/03/2009 08:17;41;2009-03-11 08:17:31 UTC;-74001674;4073557;-74001929;40729537;3
11/05/2012 14:26;145;2012-05-11 14:26:19 UTC;-7396433;40807471;-73967715;40768613;1
15/09/2009 19:02;113;2009-09-15 19:02:00 UTC;-73994092;40751185;-73966678;40761745;1
14/08/2013 17:16;28;2013-08-14 17:16:23 UTC;-74006884;40729594;-73969272;40800815;1
16/10/2012 13:52;338;2012-10-16 13:52:00 UTC;-73862795;40769097;-73975267;40755337;1
06/07/2013 14:57;75;2013-07-06 14:57:10 UTC;-73978075;40745882;-73980566;40759786;1
22/10/2014 17:08;6;2014-10-22 17:08:05 UTC;-73987673;40724457;-74001332;40731333;1
20/06/2015 08:59;155;2015-06-20 08:59:36 UTC;-7,3969E+14;4,07607E+14;-7,39942E+16;4,07501E+16;3
27/04/2009 11:11;157;2009-04-27 11:11:01 UTC;-7400553;40748205;-73988171;40696083;2
19/11/2014 07:23;175;2014-11-19 07:23:50 UTC;-74012727;40716898;-73971157;40762119;2
07/01/2015 03:58;85;2015-01-07 03:58:27 UTC;-7,39873E+16;4,07293E+16;-7,39796E+16;4,07521E+16;2
27/06/2015 13:12;185;2015-06-27 13:12:00 UTC;-7,39946E+15;4,07506E+16;-7,39828E+15;4,07732E+16;1
05/01/2010 23:33;49;2010-01-05 23:33:23 UTC;-73994242;40751003;-73994715;40760626;1
23/07/2010 10:38;85;2010-07-23 10:38:00 UTC;-73993327;40747387;-7401019;40714392;1
21/01/2012 06:21;49;2012-01-21 06:21:19 UTC;-73936678;40814;-73936297;40807294;1
23/08/2012 19:17;113;2012-08-23 19:17:00 UTC;-7401012;40720622;-73986537;40762305;1
13/02/2014 12:20;85;2014-02-13 12:20:52 UTC;-73970521;40752354;-73993707;40762062;1
24/03/2009 18:01;65;2009-03-24 18:01:23 UTC;-7397512;40753213;-73987627;4073271;1
24/06/2009 06:26;37;2009-06-24 06:26:00 UTC;-73995892;40686718;-73996615;40680883;2
27/04/2010 18:03;297;2010-04-27 18:03:00 UTC;-7378902;40641523;-73790213;40763988;1
20/05/2010 23:14;113;2010-05-20 23:14:00 UTC;-7398957;4073976;-73979318;40780275;5
19/04/2012 04:28;77;2012-04-19 04:28:38 UTC;-73989127;40726791;-74011188;40713335;1
10/04/2015 02:15;185;2015-04-10 02:15:04 UTC;-7,39939E+16;4,07515E+16;-7,40129E+16;4,07023E+16;1
03/10/2013 09:01;79;2013-10-03 09:01:36 UTC;-73985281;40752603;-74176925;40694843;1
02/12/2010 18:14;65;2010-12-02 18:14:00 UTC;-73957988;40764942;-73943103;40790057;5
03/08/2011 01:26;145;2011-08-03 01:26:05 UTC;-7400546;40739542;-73947686;40706918;1
07/05/2015 09:58;7;2015-05-07 09:58:47 UTC;-7,39557E+16;4,07796E+16;-7,39767E+14;4,07885E+16;1
24/03/2009 19:58;267;2009-03-24 19:58:30 UTC;-73862883;40769106;-73979739;40755132;1
09/06/2010 17:33;45;2010-06-09 17:33:44 UTC;-73953621;40775519;-73960435;40766159;1
29/04/2012 16:54;257;2012-04-29 16:54:00 UTC;-73866225;4077128;-7397376;40751207;6
19/05/2012 01:17;285;2012-05-19 01:17:00 UTC;-73990615;40745973;-73919077;4083556;6
13/03/2014 19:26;35;2014-03-13 19:26:15 UTC;-73963547;40771194;-73963431;40775176;1
22/04/2014 12:39;195;2014-04-22 12:39:00 UTC;-73969738;407542;-74006245;40710847;2
01/10/2014 13:25;19;2014-10-01 13:25:00 UTC;-73987023;40760975;-73955182;40765882;5
13/08/2009 08:26;57;2009-08-13 08:26:03 UTC;-73970084;40789159;-73957635;40779242;1
01/09/2009 15:22;73;2009-09-01 15:22:00 UTC;-73954647;40765655;-73950005;40786248;2
03/05/2011 23:58;65;2011-05-03 23:58:56 UTC;-73987755;40743986;-73982886;40759798;1
16/06/2011 09:56;141;2011-06-16 09:56:00 UTC;-7397957;40746718;-739524;4078082;1
18/05/2009 09:01;41;2009-05-18 09:01:53 UTC;-74001346;40730889;-73998235;40735411;2
08/07/2010 20:32;49;2010-07-08 20:32:00 UTC;-7398053;40744805;-73989112;40748207;1
30/04/2012 07:15;65;2012-04-30 07:15:16 UTC;-73994684;40689621;-73994684;40689621;1
13/01/2013 18:49;55;2013-01-13 18:49:00 UTC;-73946893;40781657;-73952275;40789742;5
22/12/2010 15:48;53;2010-12-22 15:48:48 UTC;-73969848;40752897;-73981259;40749576;1
31/05/2011 06:52;37;2011-05-31 06:52:35 UTC;-74006316;40730219;-74004506;4073771;1
12/06/2009 01:59;65;2009-06-12 01:59:00 UTC;-73999785;40728327;-73985075;40719315;2
29/04/2011 05:39;97;2011-04-29 05:39:12 UTC;-74005906;40735928;-739827;40777227;1
20/07/2012 16:01;201;2012-07-20 16:01:00 UTC;-73979145;40762112;-73995648;40758815;1
05/12/2014 23:34;11;2014-12-05 23:34:12 UTC;-73988865;40748554;-73965108;40761735;2
24/12/2012 09:48;7;2012-12-24 09:48:27 UTC;-73953853;40778988;-73964476;40792188;1
14/09/2013 21:42;85;2013-09-14 21:42:50 UTC;-7397123;40751252;-73990105;40734193;3
30/03/2009 05:51;42;2009-03-30 05:51:54 UTC;-7396643;4076471;-73964113;40773471;1
20/10/2009 23:06;57;2009-10-20 23:06:00 UTC;-7399209;40756987;-7399564;40764093;2
07/05/2014 12:57;195;2014-05-07 12:57:00 UTC;-7401544;40711135;-73991085;4075615;1
27/07/2014 04:41;75;2014-07-27 04:41:00 UTC;-73982112;40731967;-7397598;4075012;1
25/03/2009 06:34;61;2009-03-25 06:34:27 UTC;-73954461;40781108;-73953391;40764842;1
22/03/2010 19:22;93;2010-03-22 19:22:38 UTC;-73999306;40717231;-73975608;40724225;1
08/09/2011 10:36;73;2011-09-08 10:36:44 UTC;-74003066;40750576;-73988759;40768813;1
21/01/2012 01:04;113;2012-01-21 01:04:00 UTC;-74006747;40739822;-73987498;40719972;1
03/11/2013 04:10;10;2013-11-03 04:10:00 UTC;-74001067;40729342;-7397953;40749335;1
16/05/2014 00:14;19;2014-05-16 00:14:00 UTC;-74005025;40722755;-7395236;40779867;1
25/02/2009 19:41;79;2009-02-25 19:41:23 UTC;-73994686;40736522;-73984012;40727072;1
24/02/2013 22:33;13;2013-02-24 22:33:59 UTC;-73997892;40724223;-73982238;40768262;1
18/06/2013 13:18;55;2013-06-18 13:18:00 UTC;-73978285;40737182;-73970902;4074724;2
18/05/2010 21:43;81;2010-05-18 21:43:00 UTC;-74010158;4072055;-73987705;40714282;5
11/11/2010 08:13;89;2010-11-11 08:13:00 UTC;-73956523;40783907;-73980963;4078466;1
28/11/2011 19:05;121;2011-11-28 19:05:00 UTC;-73992997;40742593;-7397153;40782297;1
30/04/2013 15:13;6;2013-04-30 15:13:00 UTC;-73991985;40743987;-7398481;40753635;5
31/10/2013 07:39;85;2013-10-31 07:39:00 UTC;-73940538;40793242;-73951182;40774287;2
16/11/2013 21:35;10;2013-11-16 21:35:55 UTC;-73958603;40764696;-73981624;4073669;1
21/07/2014 20:30;10;2014-07-21 20:30:00 UTC;-73975085;40752562;-74004982;40731872;1
25/12/2009 14:29;145;2009-12-25 14:29:00 UTC;-73999317;40743992;-7397223;40796308;1
03/01/2010 19:35;81;2010-01-03 19:35:27 UTC;-73991983;40744233;-73988938;40748282;1
03/04/2014 11:31;20;2014-04-03 11:31:19 UTC;-73985823;40759541;-74015044;4070479;1
12/08/2010 19:22;45;2010-08-12 19:22:26 UTC;-73962352;40772942;-73962907;40774907;1
16/11/2010 12:15;113;2010-11-16 12:15:40 UTC;-73981213;40760227;-73992757;40734633;1
12/01/2015 08:59;75;2015-01-12 08:59:51 UTC;-7,40002E+15;4,07429E+16;-7,3983E+16;4,07388E+16;1
10/02/2014 12:00;155;2014-02-10 12:00:00 UTC;-739445;40775327;-73984395;40769792;2
18/08/2010 22:48;85;2010-08-18 22:48:35 UTC;-74001337;40731274;-74008223;40711402;1
31/08/2012 16:42;498;2012-08-31 16:42:00 UTC;-73780022;40647177;-73976485;40746387;1
01/08/2012 14:34;57;2012-08-01 14:34:00 UTC;-73984515;40758392;-73973417;40757635;1
15/03/2013 00:29;85;2013-03-15 00:29:00 UTC;-7378931;40647765;-7378488;40666577;6
03/03/2011 20:22;61;2011-03-03 20:22:23 UTC;-74008057;40740313;-7400104;40735093;2
17/12/2012 22:33;8;2012-12-17 22:33:00 UTC;-73984023;40731927;-73964307;40756162;6
06/04/2013 02:45;115;2013-04-06 02:45:00 UTC;-73985952;40726677;-73963432;40711467;1
12/02/2012 15:56;45;2012-02-12 15:56:08 UTC;-73983227;40738918;-73990085;40729452;1
12/04/2013 20:13;10;2013-04-12 20:13:42 UTC;-74005536;40741006;-74015577;40709957;1
07/03/2015 10:02;55;2015-03-07 10:02:38 UTC;-7,39663E+12;4,07944E+16;-7,3962E+14;4,08053E+16;6
19/08/2011 00:42;89;2011-08-19 00:42:02 UTC;-73957574;40769887;-73985154;40732201;1
20/07/2012 09:26;69;2012-07-20 09:26:27 UTC;-74011608;40714802;-74008608;40704201;1
23/04/2009 07:30;85;2009-04-23 07:30:04 UTC;-73947808;40775315;-7397479;40757487;1
13/07/2009 16:44;77;2009-07-13 16:44:00 UTC;-73982292;40745407;-7396329;40765875;2
26/02/2010 12:38;81;2010-02-26 12:38:01 UTC;-73968351;40762265;-73990636;40761204;1
14/03/2011 23:35;45;2011-03-14 23:35:52 UTC;-73987437;40738756;-73979159;40747878;1
01/07/2013 13:58;205;2013-07-01 13:58:32 UTC;-73954938;40769195;-73992197;40750712;1
10/11/2014 19:16;45;2014-11-10 19:16:00 UTC;-73986332;40734205;-73984405;40728707;2
14/01/2011 17:07;57;2011-01-14 17:07:36 UTC;-73982524;40735653;-73988734;40748532;1
17/09/2014 11:02;125;2014-09-17 11:02:00 UTC;-7397465;4076224;-739802;40732185;1
29/01/2015 12:22;10;2015-01-29 12:22:31 UTC;-7,39668E+16;4,07937E+16;-7,39618E+16;4,07739E+16;1
23/08/2013 21:34;6;2013-08-23 21:34:46 UTC;-73999541;4073367;-74005271;40739844;3
09/03/2013 22:20;6;2013-03-09 22:20:34 UTC;-73998835;40724702;-73995908;40732458;2
30/05/2015 13:26;215;2015-05-30 13:26:30 UTC;-7,39986E+16;4,07452E+16;-7,39853E+16;4,07109E+16;1
26/06/2009 23:02;65;2009-06-26 23:02:00 UTC;-73980325;40765073;-73991783;40749867;1
08/10/2009 18:05;57;2009-10-08 18:05:30 UTC;-73982151;40772528;-73981531;40783538;1
14/05/2014 14:31;7;2014-05-14 14:31:00 UTC;-73954827;40780737;-73959917;40773645;6
16/03/2012 23:31;121;2012-03-16 23:31:12 UTC;-73992837;40689914;-74001354;40725183;1
25/11/2012 22:30;7;2012-11-25 22:30:29 UTC;-73975538;40749493;-73988977;40758842;1
12/03/2013 12:25;105;2013-03-12 12:25:00 UTC;0;0;0;0;3
06/04/2009 16:06;85;2009-04-06 16:06:00 UTC;-73958083;4076933;-73965528;40755152;1
08/09/2009 12:27;53;2009-09-08 12:27:27 UTC;-73994132;40732155;-73981811;4073739;1
05/06/2011 10:04;45;2011-06-05 10:04:00 UTC;-7398461;40769478;-73993257;40757482;4
18/05/2014 01:00;10;2014-05-18 01:00:01 UTC;-73985279;40741875;-73982405;40771416;2
09/10/2009 17:42;89;2009-10-09 17:42:46 UTC;-73982121;40773175;-7400826;40748811;1
20/04/2011 23:11;81;2011-04-20 23:11:30 UTC;-73988808;40723108;-73985358;40760847;1
16/01/2014 01:53;4;2014-01-16 01:53:16 UTC;-73988427;40736319;-73992948;40730104;1
08/03/2014 01:48;12;2014-03-08 01:48:00 UTC;-7397836;40724887;-74003997;40742327;3
21/03/2009 12:05;45;2009-03-21 12:05:00 UTC;-73969517;40757483;-73961383;40768763;1
02/03/2011 09:44;101;2011-03-02 09:44:00 UTC;-73946758;4078442;-73982018;4077479;1
19/12/2013 14:07;75;2013-12-19 14:07:00 UTC;-73976712;40755672;-73980327;40744892;5
02/04/2013 20:02;18;2013-04-02 20:02:00 UTC;-74006252;40733087;-7397524;40787422;1
31/01/2014 09:54;16;2014-01-31 09:54:00 UTC;-74017087;40708952;-73992222;40751622;5
01/04/2014 09:57;95;2014-04-01 09:57:39 UTC;-73958724;40778262;-73972482;40759353;1
13/08/2014 16:22;145;2014-08-13 16:22:59 UTC;-74001143;40722796;-73980361;40751107;1
31/03/2012 02:49;69;2012-03-31 02:49:00 UTC;-73999877;40728562;-74010712;40708032;2
13/06/2013 09:42;7;2013-06-13 09:42:42 UTC;-74004661;40730688;-74013631;40715568;1
07/11/2009 01:56;97;2009-11-07 01:56:00 UTC;-73980223;40751678;-73974667;40787492;1
18/06/2013 09:37;155;2013-06-18 09:37:44 UTC;-74012736;40701506;-73980165;40735837;1
29/09/2013 11:33;34;2013-09-29 11:33:33 UTC;-73789657;40643888;-7382655;4076902;2
22/05/2014 00:06;105;2014-05-22 00:06:54 UTC;-73969928;4075307;-74003495;40742694;1
12/12/2014 18:19;55;2014-12-12 18:19:00 UTC;-73998272;40740547;-74005137;40729625;6
01/12/2012 18:08;7;2012-12-01 18:08:21 UTC;-74002293;40755833;-73990963;40755803;1
27/04/2014 09:34;5733;2014-04-27 09:34:00 UTC;-73790025;40647137;-73989398;40756177;1
14/01/2009 13:35;81;2009-01-14 13:35:00 UTC;0;0;0;0;2
12/09/2010 19:22;41;2010-09-12 19:22:05 UTC;-73996542;40737868;-73945438;40820603;1
05/05/2011 18:14;37;2011-05-05 18:14:00 UTC;-73971773;40797283;-73966797;40803875;1
05/07/2011 00:09;65;2011-07-05 00:09:28 UTC;-73984798;40748097;-73991781;40759452;1
13/12/2011 23:51;77;2011-12-13 23:51:00 UTC;-73977513;40755082;-73954387;4078697;5
15/12/2010 23:01;61;2010-12-15 23:01:00 UTC;-74002452;40733445;-7398982;4072572;1
18/05/2012 08:20;81;2012-05-18 08:20:00 UTC;-73952452;40772657;-7396918;4076056;1
07/04/2013 08:47;285;2013-04-07 08:47:16 UTC;-73997042;40722544;-73870594;40773882;1
23/08/2010 16:43;109;2010-08-23 16:43:00 UTC;-74005385;40706577;-73983027;4073506;5
19/10/2012 22:49;45;2012-10-19 22:49:23 UTC;-73983196;40771523;-73989499;40762877;1
26/04/2013 23:46;7;2013-04-26 23:46:26 UTC;-73983077;40741897;-73998423;40733066;1
26/06/2013 09:38;75;2013-06-26 09:38:00 UTC;-73963552;40765867;-73950632;40783175;1
14/09/2014 03:24;255;2014-09-14 03:24:00 UTC;-7398796;4074779;-7392918;4068391;2
05/11/2014 00:34;115;2014-11-05 00:34:57 UTC;-74008905;40740719;-73996966;40767047;3
06/12/2014 12:18;45;2014-12-06 12:18:08 UTC;-73975352;40752498;-73970205;40756513;2
24/08/2012 22:13;65;2012-08-24 22:13:56 UTC;-73986068;40759049;-73977589;4074553;3
26/08/2009 18:55;57;2009-08-26 18:55:00 UTC;-7395357;40771418;-7395357;40771418;2
20/02/2012 16:58;49;2012-02-20 16:58:41 UTC;-73977972;40752632;-73989862;40758384;2
05/08/2013 20:11;225;2013-08-05 20:11:00 UTC;-74008635;40745275;-7398754;40692467;2
15/01/2009 10:19;81;2009-01-15 10:19:40 UTC;-73969268;40761789;-73992104;40748907;1
15/06/2013 00:29;45;2013-06-15 00:29:22 UTC;-73998395;407198;-73994143;40720983;2
06/05/2009 07:46;129;2009-05-06 07:46:54 UTC;-73999741;40733367;-73952607;40766481;1
24/01/2010 01:26;89;2010-01-24 01:26:00 UTC;-74009637;40706158;-74004395;4074049;5
07/08/2013 06:20;7;2013-08-07 06:20:00 UTC;-73982427;40782872;-73984572;4076099;6
07/05/2014 09:28;55;2014-05-07 09:28:26 UTC;-73999007;40734505;-73991231;40738509;1
21/06/2009 04:11;57;2009-06-21 04:11:00 UTC;-73986267;40740238;-73981833;40751557;1
21/01/2012 15:40;57;2012-01-21 15:40:00 UTC;-73993947;40751512;-73978295;40751042;4
07/03/2012 09:57;65;2012-03-07 09:57:00 UTC;-73989425;40756467;-73977003;40756432;5
11/06/2009 20:41;57;2009-06-11 20:41:50 UTC;-73972182;40749805;-7396202;40759563;1
17/06/2009 14:04;37;2009-06-17 14:04:46 UTC;-73982598;40775634;-73981118;40779035;1
23/11/2012 22:52;15;2012-11-23 22:52:30 UTC;-73979023;40755824;-73989778;40715666;2
15/09/2009 18:30;67;2009-09-15 18:30:16 UTC;-73985316;40747449;-74002334;40733677;1
13/08/2011 23:22;73;2011-08-13 23:22:17 UTC;-73981765;40764036;-73994749;40759171;1
01/05/2015 15:38;1;2015-05-01 15:38:41 UTC;-7,3939E+16;4,0714E+16;-7,39417E+14;4,0714E+16;1
19/02/2009 17:28;55;2009-02-19 17:28:58 UTC;-73972763;4079404;-73979497;40783193;1
22/08/2009 03:24;65;2009-08-22 03:24:00 UTC;-73982793;40722948;-7398298;40738927;1
04/11/2011 22:26;81;2011-11-04 22:26:56 UTC;-73991276;40730246;-73992305;40749003;1
05/07/2010 21:16;57;2010-07-05 21:16:53 UTC;-73970886;40750996;-73980573;40746876;1
08/10/2010 16:50;53;2010-10-08 16:50:43 UTC;-73973999;40794791;-73981724;40782033;1
26/08/2011 00:44;97;2011-08-26 00:44:00 UTC;-73983498;40726803;-73963022;40763423;2
05/01/2014 02:43;145;2014-01-05 02:43:00 UTC;-74000062;40728077;-74000772;40693252;1
05/06/2015 12:00;185;2015-06-05 12:00:02 UTC;-7,39864E+16;4,07577E+16;-7,39511E+16;4,07743E+16;6
17/07/2010 00:44;157;2010-07-17 00:44:27 UTC;-74007588;40705051;-7398351;40726209;2
21/11/2010 12:31;57;2010-11-21 12:31:14 UTC;-73993384;40724406;-73985828;40731913;2
04/05/2010 08:23;97;2010-05-04 08:23:29 UTC;-7400862;4073101;-73986269;40734521;1
11/04/2012 21:11;121;2012-04-11 21:11:00 UTC;-73983407;4073946;-7400971;40722695;5
27/05/2014 11:28;24;2014-05-27 11:28:53 UTC;-73990607;40749604;-73947079;40771591;1
22/02/2015 13:33;355;2015-02-22 13:33:34 UTC;-7,37901E+16;4,06436E+16;-7,39396E+16;4,06837E+16;3
14/08/2009 19:03;105;2009-08-14 19:03:00 UTC;-74005433;40727393;-7400277;40760572;1
26/08/2010 00:17;57;2010-08-26 00:17:00 UTC;-73999983;40717972;-74013085;40706043;1
31/07/2011 12:11;193;2011-07-31 12:11:28 UTC;-73975408;40741107;-73870362;40772742;1
18/06/2012 15:21;45;2012-06-18 15:21:52 UTC;-73986266;40769864;-7399238;40766606;1
11/10/2009 02:04;125;2009-10-11 02:04:01 UTC;0;0;0;0;1
29/01/2010 08:45;97;2010-01-29 08:45:00 UTC;-74003403;4074841;-7397522;40755645;1
08/10/2012 22:48;9;2012-10-08 22:48:16 UTC;-74003474;40743563;-73992998;40723325;1
18/03/2014 12:01;135;2014-03-18 12:01:14 UTC;-73987549;40752967;-74007133;40718245;1
08/07/2009 12:46;81;2009-07-08 12:46:00 UTC;-73998305;40723893;-74007642;40743023;1
24/10/2010 18:57;65;2010-10-24 18:57:56 UTC;-73968538;40791038;-73964535;40798325;1
18/06/2012 13:38;77;2012-06-18 13:38:18 UTC;-73969587;40757687;-73991362;4075023;1
20/12/2012 21:34;155;2012-12-20 21:34:00 UTC;-73988707;40758423;-73952783;40807937;1
16/12/2009 22:25;77;2009-12-16 22:25:00 UTC;-73953697;40781957;-7397702;40758695;2
17/06/2011 23:52;129;2011-06-17 23:52:00 UTC;-73958485;40717132;-74002027;40730195;3
25/03/2012 08:38;129;2012-03-25 08:38:30 UTC;-74016854;40704856;-73986499;40759238;3
03/08/2013 11:31;105;2013-08-03 11:31:20 UTC;-73977233;40752537;-73973222;4074405;2
25/02/2009 23:08;62;2009-02-25 23:08:38 UTC;-73980785;40760819;-73961937;40767251;1
11/10/2009 11:12;101;2009-10-11 11:12:43 UTC;-73992692;40721336;-73985342;40752431;3
20/03/2010 00:07;245;2010-03-20 00:07:51 UTC;-73984058;40725367;-73937057;408515;2
20/03/2011 19:13;89;2011-03-20 19:13:00 UTC;-73998762;40739793;-7398404;40721498;3
26/11/2012 07:53;7;2012-11-26 07:53:00 UTC;-7396316;40765527;-73974852;40755485;1
18/05/2013 20:23;17;2013-05-18 20:23:00 UTC;-73991472;40739062;-73985412;40757667;5
29/06/2011 22:45;129;2011-06-29 22:45:24 UTC;-74012254;40707684;-73981788;40732429;1
25/09/2013 15:15;11;2013-09-25 15:15:39 UTC;-73970774;4076406;-73985585;40744205;1
27/06/2013 10:09;7;2013-06-27 10:09:00 UTC;-73947122;40775867;-73963327;40775137;1
05/02/2009 08:18;177;2009-02-05 08:18:10 UTC;-73789903;40646763;-73831675;4071495;1
04/11/2009 15:44;33;2009-11-04 15:44:00 UTC;-73983178;4075328;-73990112;40751148;1
26/01/2010 18:21;89;2010-01-26 18:21:42 UTC;-73978152;40763186;-73948793;40775162;1
08/12/2010 10:38;81;2010-12-08 10:38:00 UTC;-7399694;40736328;-73978925;40719622;1
15/10/2012 03:04;285;2012-10-15 03:04:29 UTC;-73928484;40752077;-73942403;40837324;1
31/12/2014 19:03;95;2014-12-31 19:03:58 UTC;-73980614;40774948;-73952898;4076994;1
30/10/2010 12:05;129;2010-10-30 12:05:22 UTC;-73969531;40761098;-74008205;40747618;1
05/01/2014 14:54;14;2014-01-05 14:54:08 UTC;-73999801;40761493;-73999849;40726787;2
26/09/2014 07:03;85;2014-09-26 07:03:30 UTC;-73962885;40758266;-73973943;40753754;1
17/01/2009 21:33;49;2009-01-17 21:33:00 UTC;-73974252;40763983;-73979582;4077113;1
13/07/2010 16:04;49;2010-07-13 16:04:00 UTC;-739615;40765137;-73963433;40774425;1
16/04/2012 20:31;81;2012-04-16 20:31:00 UTC;-73992513;40724272;-73971767;40755787;1
16/06/2012 22:53;41;2012-06-16 22:53:00 UTC;-73977317;40729217;-73973898;40723533;5
20/03/2013 09:43;5;2013-03-20 09:43:00 UTC;-73996442;40738065;-73989957;4074385;1
12/05/2014 07:52;35;2014-05-12 07:52:44 UTC;-73965558;40762751;-7389961;40893033;2
20/07/2014 13:50;5;2014-07-20 13:50:17 UTC;-73988766;40748727;-73983768;40743904;3
26/10/2012 18:59;5;2012-10-26 18:59:00 UTC;-73969712;40757627;-73964872;4076416;1
02/03/2013 21:33;155;2013-03-02 21:33:15 UTC;-73990133;40732394;-73983055;40774131;2
28/05/2010 17:25;61;2010-05-28 17:25:00 UTC;-73982278;40768258;-73983398;40777658;1
16/03/2011 09:25;109;2011-03-16 09:25:00 UTC;-73963067;4071396;-73959362;40693653;1
05/08/2012 09:21;197;2012-08-05 09:21:37 UTC;-73957519;40769446;-73986699;40704185;1
01/04/2010 15:34;3067;2010-04-01 15:34:17 UTC;-73975707;40740567;-73954125;4077017;1
02/06/2010 20:52;77;2010-06-02 20:52:00 UTC;-7399169;4075461;-73981742;40736753;1
08/07/2011 00:37;97;2011-07-08 00:37:19 UTC;-73986814;40755239;-73948467;40783083;1
14/02/2012 18:48;89;2012-02-14 18:48:00 UTC;-73931787;40744885;-7396177;40761185;5
08/06/2012 21:34;77;2012-06-08 21:34:00 UTC;-73987365;40733375;-73992073;40748968;1
14/01/2013 06:17;5;2013-01-14 06:17:00 UTC;-73978652;40756637;-7398087;40744882;1
19/05/2010 12:09;53;2010-05-19 12:09:17 UTC;-73982818;40766128;-73977228;40774344;2
09/05/2012 00:20;81;2012-05-09 00:20:59 UTC;-73999833;40720555;-74007337;40745858;1
17/09/2012 21:28;95;2012-09-17 21:28:10 UTC;-73960933;40714865;-7393024;40705188;1
04/10/2014 21:19;45;2014-10-04 21:19:05 UTC;-73988487;40764261;-73987673;40768005;1
19/02/2009 16:24;49;2009-02-19 16:24:00 UTC;-7396425;4076535;-73959785;40776928;1
21/01/2011 15:54;93;2011-01-21 15:54:00 UTC;-73962203;407791;-73983427;40755467;1
18/05/2013 14:33;4233;2013-05-18 14:33:00 UTC;-73979938;4072697;-74030845;4062378;5
06/07/2014 17:09;45;2014-07-06 17:09:19 UTC;-73984604;40779567;-73976037;40781937;1
26/11/2011 03:55;57;2011-11-26 03:55:01 UTC;-73987246;40722394;-73979053;40739632;2
08/12/2013 11:23;7;2013-12-08 11:23:00 UTC;-73984648;40764822;-73972867;40780352;2
07/06/2011 13:50;85;2011-06-07 13:50:00 UTC;-73982317;4077158;-73991508;40750448;1
09/08/2012 18:24;101;2012-08-09 18:24:37 UTC;-73989752;40733122;-73991453;40755415;1
07/12/2014 00:58;11;2014-12-07 00:58:11 UTC;-74000982;40736726;-73969686;40753725;1
12/06/2010 05:17;57;2010-06-12 05:17:56 UTC;-73969268;40689497;-73987556;40692887;1
29/09/2010 10:58;77;2010-09-29 10:58:00 UTC;-73991687;40742357;-73982053;40757387;1
11/03/2012 23:10;77;2012-03-11 23:10:00 UTC;-7398378;4075509;-7398019;4078047;1
13/08/2012 04:39;221;2012-08-13 04:39:00 UTC;-73998093;40741827;-73998205;40741022;1
05/04/2010 07:22;113;2010-04-05 07:22:00 UTC;-73968918;40800803;-7398223;40759102;1
17/09/2011 22:24;97;2011-09-17 22:24:00 UTC;-74012383;4070625;-74008412;40740502;1
11/01/2012 10:31;65;2012-01-11 10:31:00 UTC;-73992142;40755152;-73994088;40742758;5
25/01/2014 17:16;75;2014-01-25 17:16:00 UTC;-74001397;40730982;-73986025;40730997;1
07/01/2015 17:05;4;2015-01-07 17:05:40 UTC;-7,397E+14;4,07974E+16;-7,39734E+16;4,07927E+16;1
28/06/2012 11:26;41;2012-06-28 11:26:00 UTC;-73966782;40770082;-73959085;40769082;1
10/12/2013 08:34;115;2013-12-10 08:34:00 UTC;-73970405;40755542;-73979588;40739857;1
15/01/2013 13:36;55;2013-01-15 13:36:37 UTC;-73950849;40775601;-73955532;40764334;1
19/04/2009 00:13;101;2009-04-19 00:13:17 UTC;-73996553;40737926;-74010729;40713406;1
03/11/2011 08:41;53;2011-11-03 08:41:00 UTC;-73975915;40760433;-7396977;40753163;1
28/11/2011 20:07;45;2011-11-28 20:07:12 UTC;-73988951;4068897;-73987473;40696361;1
11/01/2013 12:28;4;2013-01-11 12:28:00 UTC;-7397198;40782087;-7396421;40777242;1
27/04/2013 11:47;135;2013-04-27 11:47:05 UTC;-73972328;40762339;-74005899;40745419;1
22/06/2013 00:32;95;2013-06-22 00:32:00 UTC;-73984612;40744727;-74009007;40738165;5
26/10/2013 08:10;4;2013-10-26 08:10:00 UTC;-73976745;40754324;-73980767;40750265;1
21/04/2015 09:24;13;2015-04-21 09:24:13 UTC;-7,39953E+16;4,07309E+16;-7,39814E+16;4,07582E+16;1
24/10/2014 00:47;65;2014-10-24 00:47:40 UTC;-73926466;40698029;-73917236;40688965;2
25/06/2010 20:02;57;2010-06-25 20:02:00 UTC;0;0;0;0;1
15/11/2010 10:08;97;2010-11-15 10:08:00 UTC;-7397383;40783893;-73966122;40758115;5
21/07/2013 17:11;145;2013-07-21 17:11:00 UTC;-73998347;40723615;-73967043;40765702;1
29/05/2011 22:22;81;2011-05-29 22:22:00 UTC;-74009003;4070419;-74004953;40720225;1
12/06/2009 18:23;37;2009-06-12 18:23:00 UTC;0;0;0;0;1
